Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
Conv1_5,	GEMM,	16.1244401150838,	20.71031363463687,	0.0,	158.39113542569834,	195.22588917541898,	356.3135352,	551.539424375419,	3.5358682201117317,	0.6099293438547486,	0.0,	8.107207486592177,	12.25300505055866,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.24950265055867,	0.22012528640422635,	0.4762644876177773,	0.6963897740220036,	0.024764094720475468,	0.4762644876177773,	0.5010285823382528,	1.3017750710652953,	2.173346768948554,	3.4751218400138497,	0.8805584902044647,	3.0291242558158933,	3.909682746020358,	2.427222942394462,	6.155000000000002,	8.582222942394464,	209.9061171683721,	541.4650328,	751.3711499683722,	
Conv2_5,	GEMM,	18.09870786907051,	47.384455506009616,	0.0,	22.712660842067308,	88.19582421714743,	356.3135352,	444.50935941714744,	15.130031404907852,	6.381187254807692,	18.888873609374997,	21.311573518990382,	61.71166578808093,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	240.70816338808092,	0.29480781671642947,	0.47626448761777723,	0.7710723043342066,	0.0426228168746645,	0.47626448761777723,	0.5188873044924417,	1.7434319919606749,	2.173346768948554,	3.9167787609092293,	1.1793080669141587,	3.0291242558158933,	4.208432322730052,	3.2601706924659277,	6.155000000000002,	9.41517069246593,	153.1676606976943,	541.4650328000001,	694.6326934976944,	
Conv1_6,	GEMM,	16.1244401150838,	20.71031363463687,	0.0,	158.39113542569834,	195.22588917541898,	356.3135352,	551.539424375419,	3.5358682201117317,	0.6099293438547486,	0.0,	8.107207486592177,	12.25300505055866,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.24950265055867,	0.22012528640422635,	0.4762644876177773,	0.6963897740220036,	0.024764094720475468,	0.4762644876177773,	0.5010285823382528,	1.3017750710652953,	2.173346768948554,	3.4751218400138497,	0.8805584902044647,	3.0291242558158933,	3.909682746020358,	2.427222942394462,	6.155000000000002,	8.582222942394464,	209.9061171683721,	541.4650328,	751.3711499683722,	
Conv2_6,	GEMM,	18.09870786907051,	47.384455506009616,	0.0,	22.712660842067308,	88.19582421714743,	356.3135352,	444.50935941714744,	15.130031404907852,	6.381187254807692,	18.888873609374997,	21.311573518990382,	61.71166578808093,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	240.70816338808092,	0.29480781671642947,	0.47626448761777723,	0.7710723043342066,	0.0426228168746645,	0.47626448761777723,	0.5188873044924417,	1.7434319919606749,	2.173346768948554,	3.9167787609092293,	1.1793080669141587,	3.0291242558158933,	4.208432322730052,	3.2601706924659277,	6.155000000000002,	9.41517069246593,	153.1676606976943,	541.4650328000001,	694.6326934976944,	
Conv1_7,	GEMM,	16.1244401150838,	20.71031363463687,	0.0,	158.39113542569834,	195.22588917541898,	356.3135352,	551.539424375419,	3.5358682201117317,	0.6099293438547486,	0.0,	8.107207486592177,	12.25300505055866,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.24950265055867,	0.22012528640422635,	0.4762644876177773,	0.6963897740220036,	0.024764094720475468,	0.4762644876177773,	0.5010285823382528,	1.3017750710652953,	2.173346768948554,	3.4751218400138497,	0.8805584902044647,	3.0291242558158933,	3.909682746020358,	2.427222942394462,	6.155000000000002,	8.582222942394464,	209.9061171683721,	541.4650328,	751.3711499683722,	
Conv2_7,	GEMM,	18.09870786907051,	47.384455506009616,	0.0,	22.712660842067308,	88.19582421714743,	356.3135352,	444.50935941714744,	15.130031404907852,	6.381187254807692,	18.888873609374997,	21.311573518990382,	61.71166578808093,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	240.70816338808092,	0.29480781671642947,	0.47626448761777723,	0.7710723043342066,	0.0426228168746645,	0.47626448761777723,	0.5188873044924417,	1.7434319919606749,	2.173346768948554,	3.9167787609092293,	1.1793080669141587,	3.0291242558158933,	4.208432322730052,	3.2601706924659277,	6.155000000000002,	9.41517069246593,	153.1676606976943,	541.4650328000001,	694.6326934976944,	
Conv1_8,	GEMM,	16.1244401150838,	20.71031363463687,	0.0,	158.39113542569834,	195.22588917541898,	356.3135352,	551.539424375419,	3.5358682201117317,	0.6099293438547486,	0.0,	8.107207486592177,	12.25300505055866,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.24950265055867,	0.22012528640422635,	0.4762644876177773,	0.6963897740220036,	0.024764094720475468,	0.4762644876177773,	0.5010285823382528,	1.3017750710652953,	2.173346768948554,	3.4751218400138497,	0.8805584902044647,	3.0291242558158933,	3.909682746020358,	2.427222942394462,	6.155000000000002,	8.582222942394464,	209.9061171683721,	541.4650328,	751.3711499683722,	
Conv2_8,	GEMM,	18.09870786907051,	47.384455506009616,	0.0,	22.712660842067308,	88.19582421714743,	356.3135352,	444.50935941714744,	15.130031404907852,	6.381187254807692,	18.888873609374997,	21.311573518990382,	61.71166578808093,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	240.70816338808092,	0.29480781671642947,	0.47626448761777723,	0.7710723043342066,	0.0426228168746645,	0.47626448761777723,	0.5188873044924417,	1.7434319919606749,	2.173346768948554,	3.9167787609092293,	1.1793080669141587,	3.0291242558158933,	4.208432322730052,	3.2601706924659277,	6.155000000000002,	9.41517069246593,	153.1676606976943,	541.4650328000001,	694.6326934976944,	
Conv1_9,	GEMM,	16.1244401150838,	20.71031363463687,	0.0,	158.39113542569834,	195.22588917541898,	356.3135352,	551.539424375419,	3.5358682201117317,	0.6099293438547486,	0.0,	8.107207486592177,	12.25300505055866,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.24950265055867,	0.22012528640422635,	0.4762644876177773,	0.6963897740220036,	0.024764094720475468,	0.4762644876177773,	0.5010285823382528,	1.3017750710652953,	2.173346768948554,	3.4751218400138497,	0.8805584902044647,	3.0291242558158933,	3.909682746020358,	2.427222942394462,	6.155000000000002,	8.582222942394464,	209.9061171683721,	541.4650328,	751.3711499683722,	
Conv2_9,	GEMM,	18.09870786907051,	47.384455506009616,	0.0,	22.712660842067308,	88.19582421714743,	356.3135352,	444.50935941714744,	15.130031404907852,	6.381187254807692,	18.888873609374997,	21.311573518990382,	61.71166578808093,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	240.70816338808092,	0.29480781671642947,	0.47626448761777723,	0.7710723043342066,	0.0426228168746645,	0.47626448761777723,	0.5188873044924417,	1.7434319919606749,	2.173346768948554,	3.9167787609092293,	1.1793080669141587,	3.0291242558158933,	4.208432322730052,	3.2601706924659277,	6.155000000000002,	9.41517069246593,	153.1676606976943,	541.4650328000001,	694.6326934976944,	
FC3_0,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_1,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_2,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_3,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_4,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_5,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_6,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_7,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_8,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
FC3_9,	GEMM,	0.8109063220370318,	208.10421089631564,	0.0,	0.0566142924383173,	208.971731510791,	356.3135352,	565.285266710791,	2.043622084031162,	27.95533931374925,	2.2900424693825894,	2.3711856317456044,	34.6601894989086,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	213.6566870989086,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.14782496548405558,	0.47626448761777723,	0.6240894531018328,	0.9837955053879708,	2.173346768948554,	3.157142274336525,	0.6654678708706953,	3.0291242558158933,	3.6945921266865884,	1.944913307226777,	6.155000000000002,	8.099913307226778,	245.57683431692635,	541.4650327999999,	787.0418671169263,	
RNN4_FG_0,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_0,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_0,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_0,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_1,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_1,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_1,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_1,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_2,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
