Layer,	Type,	DRAM I RD (D) (nJ),	DRAM F RD (D) (nJ),	DRAM O RD (D) (nJ),	DRAM O WR (D) (nJ),	DRAM Total (D) (nJ),	DRAM Total (L) (nJ),	DRAM Total (D+L) (nJ),	SRAM I RD (D) (nJ),	SRAM F RD (D) (nJ),	SRAM O RD (D) (nJ),	SRAM O WR (D) (nJ),	SRAM Total (D) (nJ),	SRAM I (L) (nJ),	SRAM F (L) (nJ),	SRAM O (L) (nJ),	SRAM Total (L) (nJ),	SRAM Total (D+L) (nJ),	IREG (D) (nJ),	IREG (L) (nJ),	IREG Total (D+L) (nJ),	WREG (D) (nJ),	WREG (L) (nJ),	WREG Total (D+L) (nJ),	MUL (D) (nJ),	MUL (L) (nJ),	MUL Total (D+L) (nJ),	ACC (D) (nJ),	ACC (L) (nJ),	ACC Total (D+L) (nJ),	Systolic Array Total (D) (nJ),	Systolic Array Total (L) (nJ),	Systolic Array Total (D+L) (nJ),	System Total (D) (nJ),	System Total (L) (nJ),	System Total (D+L) (nJ),	
Conv1_5,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	1214.85948192,	1660.02424832,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	203.43094012952383,	203.43094012952383,	203.43094012952383,	610.2928203885715,	638.2327936885715,	0.5019417358771531,	1.6238351101634692,	2.125776846040622,	0.056468445286179725,	1.6238351101634692,	1.6803035554496488,	2.968378824467361,	7.410077555081738,	10.3784563795491,	2.0078977037783337,	10.32787127221038,	12.335768975988714,	5.534686709409028,	20.985619047619057,	26.520305757028083,	478.639426409409,	1846.1379213561906,	2324.7773477655996,	
Conv2_5,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	16940.16350208,	19744.453658079998,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	2836.6683048228574,	2836.6683048228574,	2836.6683048228574,	8510.004914468573,	10472.200045768572,	9.373761917505833,	22.64297449702804,	32.016736414533874,	1.3552426868683134,	22.64297449702804,	23.99821718389635,	55.43447454692796,	103.32711495801126,	158.76158950493922,	37.497489618060385,	144.01322176221848,	181.51071138027885,	103.6609687693625,	292.6262857142858,	396.2872544836483,	4870.146256069363,	25742.794702262858,	30612.94095833222,	
Conv1_6,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	1214.85948192,	1660.02424832,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	203.43094012952383,	203.43094012952383,	203.43094012952383,	610.2928203885715,	638.2327936885715,	0.5019417358771531,	1.6238351101634692,	2.125776846040622,	0.056468445286179725,	1.6238351101634692,	1.6803035554496488,	2.968378824467361,	7.410077555081738,	10.3784563795491,	2.0078977037783337,	10.32787127221038,	12.335768975988714,	5.534686709409028,	20.985619047619057,	26.520305757028083,	478.639426409409,	1846.1379213561906,	2324.7773477655996,	
Conv2_6,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	16940.16350208,	19744.453658079998,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	2836.6683048228574,	2836.6683048228574,	2836.6683048228574,	8510.004914468573,	10472.200045768572,	9.373761917505833,	22.64297449702804,	32.016736414533874,	1.3552426868683134,	22.64297449702804,	23.99821718389635,	55.43447454692796,	103.32711495801126,	158.76158950493922,	37.497489618060385,	144.01322176221848,	181.51071138027885,	103.6609687693625,	292.6262857142858,	396.2872544836483,	4870.146256069363,	25742.794702262858,	30612.94095833222,	
Conv1_7,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	1214.85948192,	1660.02424832,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	203.43094012952383,	203.43094012952383,	203.43094012952383,	610.2928203885715,	638.2327936885715,	0.5019417358771531,	1.6238351101634692,	2.125776846040622,	0.056468445286179725,	1.6238351101634692,	1.6803035554496488,	2.968378824467361,	7.410077555081738,	10.3784563795491,	2.0078977037783337,	10.32787127221038,	12.335768975988714,	5.534686709409028,	20.985619047619057,	26.520305757028083,	478.639426409409,	1846.1379213561906,	2324.7773477655996,	
Conv2_7,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	16940.16350208,	19744.453658079998,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	2836.6683048228574,	2836.6683048228574,	2836.6683048228574,	8510.004914468573,	10472.200045768572,	9.373761917505833,	22.64297449702804,	32.016736414533874,	1.3552426868683134,	22.64297449702804,	23.99821718389635,	55.43447454692796,	103.32711495801126,	158.76158950493922,	37.497489618060385,	144.01322176221848,	181.51071138027885,	103.6609687693625,	292.6262857142858,	396.2872544836483,	4870.146256069363,	25742.794702262858,	30612.94095833222,	
Conv1_8,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	1214.85948192,	1660.02424832,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	203.43094012952383,	203.43094012952383,	203.43094012952383,	610.2928203885715,	638.2327936885715,	0.5019417358771531,	1.6238351101634692,	2.125776846040622,	0.056468445286179725,	1.6238351101634692,	1.6803035554496488,	2.968378824467361,	7.410077555081738,	10.3784563795491,	2.0078977037783337,	10.32787127221038,	12.335768975988714,	5.534686709409028,	20.985619047619057,	26.520305757028083,	478.639426409409,	1846.1379213561906,	2324.7773477655996,	
Conv2_8,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	16940.16350208,	19744.453658079998,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	2836.6683048228574,	2836.6683048228574,	2836.6683048228574,	8510.004914468573,	10472.200045768572,	9.373761917505833,	22.64297449702804,	32.016736414533874,	1.3552426868683134,	22.64297449702804,	23.99821718389635,	55.43447454692796,	103.32711495801126,	158.76158950493922,	37.497489618060385,	144.01322176221848,	181.51071138027885,	103.6609687693625,	292.6262857142858,	396.2872544836483,	4870.146256069363,	25742.794702262858,	30612.94095833222,	
Conv1_9,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	1214.85948192,	1660.02424832,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	203.43094012952383,	203.43094012952383,	203.43094012952383,	610.2928203885715,	638.2327936885715,	0.5019417358771531,	1.6238351101634692,	2.125776846040622,	0.056468445286179725,	1.6238351101634692,	1.6803035554496488,	2.968378824467361,	7.410077555081738,	10.3784563795491,	2.0078977037783337,	10.32787127221038,	12.335768975988714,	5.534686709409028,	20.985619047619057,	26.520305757028083,	478.639426409409,	1846.1379213561906,	2324.7773477655996,	
Conv2_9,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	16940.16350208,	19744.453658079998,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	2836.6683048228574,	2836.6683048228574,	2836.6683048228574,	8510.004914468573,	10472.200045768572,	9.373761917505833,	22.64297449702804,	32.016736414533874,	1.3552426868683134,	22.64297449702804,	23.99821718389635,	55.43447454692796,	103.32711495801126,	158.76158950493922,	37.497489618060385,	144.01322176221848,	181.51071138027885,	103.6609687693625,	292.6262857142858,	396.2872544836483,	4870.146256069363,	25742.794702262858,	30612.94095833222,	
FC3_0,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_1,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_2,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_3,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_4,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_5,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_6,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_7,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_8,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
FC3_9,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	756178.7647881601,	1052777.5343389602,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	126623.82713078859,	126623.82713078859,	126623.82713078859,	379871.48139236576,	429065.54933376575,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	209.81164559664998,	1010.7421031792361,	1220.553748775886,	1396.3253990294465,	4612.338608684592,	6008.664007714038,	944.5150798573281,	6428.494042099799,	7373.009121957128,	2760.463770080075,	13062.316857142863,	15822.780627222939,	348553.3012622801,	1149112.5630376688,	1497665.8642999488,	
RNN4_FG_0,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_0,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_0,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_0,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_1,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_1,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_1,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_1,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_2,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_2,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
