Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_NG_2,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_2,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_2,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_3,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_3,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_3,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_3,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_4,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_4,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_4,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_4,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_5,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_5,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_5,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_5,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_6,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_6,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_6,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_6,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_7,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_7,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_7,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_7,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_8,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_8,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_8,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_8,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_FG_9,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_NG_9,	GEMM,	1.4411607283449088,	92.13460776805137,	0.0,	0.2781498516577119,	93.853918348054,	356.3135352,	450.16745354805397,	0.9570700740400995,	12.407998741973527,	0.992153621805792,	1.0637333574236665,	15.420955795243087,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	194.4174533952431,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.0690654989740546,	0.47626448761777723,	0.5453299865918319,	0.44111408556493076,	2.173346768948554,	2.6144608545134846,	0.298382387116319,	3.0291242558158933,	3.327506642932212,	0.877627470629359,	6.155000000000002,	7.032627470629361,	110.15250161392643,	541.4650328,	651.6175344139265,	
RNN4_ptwise1_9,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
RNN4_ptwise2_9,	GEMM,	14.856718912751678,	14.856718912751678,	0.0,	1.8845538120805367,	31.597991637583892,	356.3135352,	387.9115268375839,	1.9858523154362415,	1.9858523154362415,	0.15268303691275167,	0.21959326510067112,	4.3439809328859065,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.34047853288592,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.14148693226067402,	0.47626448761777723,	0.6177514198784512,	0.8367242324001957,	2.173346768948554,	3.0100710013487495,	0.5659845876422148,	3.0291242558158933,	3.595108843458108,	1.6856826845637585,	6.155000000000002,	7.8406826845637605,	37.62765525503355,	541.4650327999999,	579.0926880550335,	
FC5,	GEMM,	10.798298136585366,	53.64632935609756,	0.0,	1.3697488682926828,	65.8143763609756,	356.3135352,	422.1279115609756,	1.4433755853658536,	7.216877926829268,	0.5548724999999999,	0.7092544609756097,	9.924380473170732,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	188.92087807317074,	0.10283684344800209,	0.47626448761777723,	0.5791013310657793,	0.10283684344800209,	0.47626448761777723,	0.5791013310657793,	0.608155661598191,	2.173346768948554,	2.7815024305467455,	0.41137416370092683,	3.0291242558158933,	3.4404984195168202,	1.225203512195122,	6.155000000000002,	7.3802035121951235,	76.96396034634147,	541.4650327999999,	618.4289931463413,	
FC6,	GEMM,	13.580681705521473,	27.052838760736194,	0.0,	1.7226902944785276,	42.3562107607362,	356.3135352,	398.6697459607362,	1.8152883128834356,	3.6305766257668712,	0.2791383128834356,	0.37355115644171777,	6.098554407975461,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.09505200797545,	0.129334680410064,	0.47626448761777723,	0.6055991680278412,	0.129334680410064,	0.47626448761777723,	0.6055991680278412,	0.7648583474087678,	2.173346768948554,	2.938205116357322,	0.5173724144704909,	3.0291242558158937,	3.5464966702863845,	1.5409001226993868,	6.155000000000003,	7.69590012269939,	49.99566529141105,	541.4650328,	591.460698091411,	
eyeriss_08b_bp_001c_uBrain_t2_ddr3_w__spm,	All,	0.8696280384739092,	133.6810268165813,	0.0,	0.5211714494480292,	135.07182630450302,	356.3135352000007,	491.38536150450267,	1.5225835165054016,	17.95785120004526,	1.7210093225871386,	1.8163379589996411,	23.017781998137437,	59.66549920000001,	59.66549920000001,	59.66549920000001,	178.99649759999988,	202.0142795981375,	0.09913671926989528,	0.4762644876177777,	0.5754012068876723,	0.09549115237238329,	0.4762644876177777,	0.5717556399901602,	0.6553142326194726,	2.173346768948557,	2.8286610015680282,	0.4432735916602585,	3.0291242558158897,	3.4723978474761554,	1.2932156959220076,	6.154999999999986,	7.448215695922015,	159.3828239985622,	541.4650328000008,	700.8478567985613,	
