Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
Conv1_8,	GEMM,	3.286510087150838,	4.221210422346369,	0.0,	32.283543526256985,	39.79126403575419,	356.3135352,	396.1047992357542,	0.7206865162011172,	0.12431680893854749,	0.0,	1.6524244558659216,	2.4974277810055865,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	181.49392538100557,	0.04486630041360028,	0.4762644876177773,	0.5211307880313776,	0.0050474587965300315,	0.4762644876177773,	0.48131194641430736,	0.26532995079037863,	2.173346768948554,	2.4386767197389325,	0.179476889723203,	3.0291242558158933,	3.208601145539096,	0.49472059972371196,	6.155000000000002,	6.649720599723714,	42.783412416483486,	541.4650327999999,	584.2484452164833,	
Conv2_8,	GEMM,	3.68890861025641,	9.657978192307693,	0.0,	4.629332146153846,	17.97621894871795,	356.3135352,	374.2897541487179,	3.083828057051282,	1.3006241538461538,	3.8499614999999996,	4.343760207692307,	12.578173918589743,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.57467151858972,	0.06008821741990918,	0.47626448761777723,	0.5363527050376864,	0.008687453120950726,	0.47626448761777723,	0.48495194073872794,	0.3553491958136408,	2.173346768948554,	2.528695964762195,	0.24036852319269478,	3.0291242558158933,	3.269492779008588,	0.6644933895471955,	6.155000000000002,	6.819493389547198,	31.218886256854887,	541.4650328,	572.6839190568548,	
Conv1_9,	GEMM,	3.286510087150838,	4.221210422346369,	0.0,	32.283543526256985,	39.79126403575419,	356.3135352,	396.1047992357542,	0.7206865162011172,	0.12431680893854749,	0.0,	1.6524244558659216,	2.4974277810055865,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.9964976,	181.49392538100557,	0.04486630041360028,	0.4762644876177773,	0.5211307880313776,	0.0050474587965300315,	0.4762644876177773,	0.48131194641430736,	0.26532995079037863,	2.173346768948554,	2.4386767197389325,	0.179476889723203,	3.0291242558158933,	3.208601145539096,	0.49472059972371196,	6.155000000000002,	6.649720599723714,	42.783412416483486,	541.4650327999999,	584.2484452164833,	
Conv2_9,	GEMM,	3.68890861025641,	9.657978192307693,	0.0,	4.629332146153846,	17.97621894871795,	356.3135352,	374.2897541487179,	3.083828057051282,	1.3006241538461538,	3.8499614999999996,	4.343760207692307,	12.578173918589743,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	191.57467151858972,	0.06008821741990918,	0.47626448761777723,	0.5363527050376864,	0.008687453120950726,	0.47626448761777723,	0.48495194073872794,	0.3553491958136408,	2.173346768948554,	2.528695964762195,	0.24036852319269478,	3.0291242558158933,	3.269492779008588,	0.6644933895471955,	6.155000000000002,	6.819493389547198,	31.218886256854887,	541.4650328,	572.6839190568548,	
FC3_0,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_1,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_2,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_3,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_4,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_5,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_6,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_7,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_8,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
FC3_9,	GEMM,	0.16528026945977722,	42.41614489606434,	0.0,	0.011539218840930917,	42.59296438436505,	356.3135352,	398.90649958436506,	0.4165344375095362,	5.697903554394752,	0.4667602485365788,	0.48329898226662,	7.064497222707486,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	186.06099482270747,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.030129929270635538,	0.4762644876177773,	0.5063944168884128,	0.20051882912366287,	2.173346768948554,	2.373865598072217,	0.13563676348956846,	3.029124255815893,	3.164761019305461,	0.3964154511545024,	6.155000000000001,	6.5514154511545035,	50.05387705822703,	541.4650328,	591.5189098582271,	
RNN4_FG_0,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_0,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_0,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_0,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_1,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_1,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_1,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_1,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_2,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
