Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_NG_2,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_2,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_2,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_3,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_3,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_3,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_3,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_4,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_4,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_4,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_4,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_5,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_5,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_5,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_5,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_6,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_6,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_6,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_6,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_7,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_7,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_7,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_7,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_8,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_8,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_8,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_8,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_FG_9,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_NG_9,	GEMM,	0.6176403121478181,	39.48626047202202,	0.0,	0.11920707928187654,	40.223107863451716,	356.3135352,	396.5366430634517,	0.4101728888743284,	5.317713746560083,	0.42520869505962516,	0.45588572461014276,	6.608981055104181,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.6054786551042,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.029599499560309116,	0.47626448761777723,	0.5058639871780863,	0.18904889381354179,	2.173346768948554,	2.3623956627620957,	0.12787816590699386,	3.0291242558158933,	3.157002421722887,	0.3761260588411539,	6.155000000000002,	6.531126058841156,	47.20821497739705,	541.4650328000001,	588.6732477773971,	
RNN4_ptwise1_9,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
RNN4_ptwise2_9,	GEMM,	6.367165248322148,	6.367165248322148,	0.0,	0.8076659194630872,	13.54199641610738,	356.31353519999993,	369.8555316161073,	0.8510795637583892,	0.8510795637583892,	0.06543558724832214,	0.09411139932885905,	1.86170611409396,	59.6654992,	59.6654992,	59.6654992,	178.99649759999997,	180.85820371409395,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.060637256683146006,	0.47626448761777723,	0.5369017443009233,	0.3585960996000838,	2.173346768948554,	2.531942868548638,	0.2425648232752349,	3.029124255815893,	3.271689079091128,	0.7224354362416108,	6.155000000000001,	6.877435436241612,	16.12613796644295,	541.4650327999999,	557.5911707664428,	
FC5,	GEMM,	4.627842058536586,	22.9912840097561,	0.0,	0.5870352292682927,	28.20616129756098,	356.3135352,	384.519696497561,	0.6185895365853659,	3.0929476829268294,	0.2378025,	0.30396619756097565,	4.253305917073172,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.24980351707316,	0.04407293290628662,	0.47626448761777723,	0.5203374205240638,	0.04407293290628662,	0.47626448761777723,	0.5203374205240638,	0.260638140684939,	2.173346768948554,	2.433984909633493,	0.17630321301468296,	3.0291242558158933,	3.2054274688305764,	0.5250872195121952,	6.155000000000002,	6.680087219512197,	32.98455443414635,	541.4650328,	574.4495872341464,	
FC6,	GEMM,	5.8202921595092025,	11.594073754601226,	0.0,	0.7382958404907976,	18.15266175460123,	356.31353519999993,	374.4661969546012,	0.7779807055214724,	1.5559614110429447,	0.1196307055214724,	0.1600933527607362,	2.613666174846626,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	181.6101637748466,	0.05542914874717028,	0.47626448761777723,	0.5316936363649475,	0.05542914874717028,	0.47626448761777723,	0.5316936363649475,	0.3277964346037576,	2.173346768948554,	2.501143203552312,	0.22173103477306752,	3.0291242558158933,	3.250855290588961,	0.6603857668711657,	6.155000000000002,	6.8153857668711675,	21.426713696319023,	541.4650327999999,	562.8917464963189,	
eyeriss_08b_bp_001c_uBrain_t6_ddr3_w__spm,	All,	0.37269773077453255,	57.2918686356777,	0.0,	0.22335919262058396,	57.88792555907272,	356.3135352000001,	414.20146075907337,	0.6525357927880292,	7.69622194287654,	0.7375754239659166,	0.7784305538569891,	9.864763713487473,	59.665499199999935,	59.665499199999935,	59.665499199999935,	178.9964975999994,	188.86126131348752,	0.0424871654013837,	0.47626448761777695,	0.5187516530191612,	0.04092477958816427,	0.47626448761777695,	0.5171892672059417,	0.28084895683691685,	2.1733467689485533,	2.4541957257854716,	0.18997439642582506,	3.029124255815885,	3.219098652241719,	0.554235298252289,	6.155000000000014,	6.70923529825229,	68.30692457081238,	541.4650328000004,	609.771957370812,	
