Layer,	Type,	DRAM I RD (D) (nJ),	DRAM F RD (D) (nJ),	DRAM O RD (D) (nJ),	DRAM O WR (D) (nJ),	DRAM Total (D) (nJ),	DRAM Total (L) (nJ),	DRAM Total (D+L) (nJ),	SRAM I RD (D) (nJ),	SRAM F RD (D) (nJ),	SRAM O RD (D) (nJ),	SRAM O WR (D) (nJ),	SRAM Total (D) (nJ),	SRAM I (L) (nJ),	SRAM F (L) (nJ),	SRAM O (L) (nJ),	SRAM Total (L) (nJ),	SRAM Total (D+L) (nJ),	IREG (D) (nJ),	IREG (L) (nJ),	IREG Total (D+L) (nJ),	WREG (D) (nJ),	WREG (L) (nJ),	WREG Total (D+L) (nJ),	MUL (D) (nJ),	MUL (L) (nJ),	MUL Total (D+L) (nJ),	ACC (D) (nJ),	ACC (L) (nJ),	ACC Total (D+L) (nJ),	Systolic Array Total (D) (nJ),	Systolic Array Total (L) (nJ),	Systolic Array Total (D+L) (nJ),	System Total (D) (nJ),	System Total (L) (nJ),	System Total (D+L) (nJ),	
Conv1_5,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	2406.797086822641,	2851.9618532226414,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	403.02356063396223,	403.02356063396223,	403.02356063396223,	1209.0706819018867,	1237.0106552018867,	0.5019417358771531,	3.217031822021967,	3.71897355789912,	0.056468445286179725,	3.217031822021967,	3.2735002673081466,	2.968378824467361,	14.680342326105327,	17.648721150572687,	2.0078977037783337,	20.460877048718675,	22.46877475249701,	5.534686709409028,	41.575283018867935,	47.109969728276965,	478.639426409409,	3657.443051743396,	4136.082478152805,	
Conv2_5,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	33560.70127770566,	36364.99143370566,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	5619.81456615849,	5619.81456615849,	5619.81456615849,	16859.443698475472,	18821.63882977547,	9.373761917505833,	44.858723060149885,	54.232484977655716,	1.3552426868683134,	44.858723060149885,	46.2139657470182,	55.43447454692796,	204.70466170926758,	260.13913625619557,	37.497489618060385,	285.3092129251498,	322.8067025432102,	103.6609687693625,	579.7313207547172,	683.3922895240797,	4870.146256069363,	50999.87629693585,	55870.02255300521,	
Conv1_6,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	2406.797086822641,	2851.9618532226414,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	403.02356063396223,	403.02356063396223,	403.02356063396223,	1209.0706819018867,	1237.0106552018867,	0.5019417358771531,	3.217031822021967,	3.71897355789912,	0.056468445286179725,	3.217031822021967,	3.2735002673081466,	2.968378824467361,	14.680342326105327,	17.648721150572687,	2.0078977037783337,	20.460877048718675,	22.46877475249701,	5.534686709409028,	41.575283018867935,	47.109969728276965,	478.639426409409,	3657.443051743396,	4136.082478152805,	
Conv2_6,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	33560.70127770566,	36364.99143370566,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	5619.81456615849,	5619.81456615849,	5619.81456615849,	16859.443698475472,	18821.63882977547,	9.373761917505833,	44.858723060149885,	54.232484977655716,	1.3552426868683134,	44.858723060149885,	46.2139657470182,	55.43447454692796,	204.70466170926758,	260.13913625619557,	37.497489618060385,	285.3092129251498,	322.8067025432102,	103.6609687693625,	579.7313207547172,	683.3922895240797,	4870.146256069363,	50999.87629693585,	55870.02255300521,	
Conv1_7,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	2406.797086822641,	2851.9618532226414,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	403.02356063396223,	403.02356063396223,	403.02356063396223,	1209.0706819018867,	1237.0106552018867,	0.5019417358771531,	3.217031822021967,	3.71897355789912,	0.056468445286179725,	3.217031822021967,	3.2735002673081466,	2.968378824467361,	14.680342326105327,	17.648721150572687,	2.0078977037783337,	20.460877048718675,	22.46877475249701,	5.534686709409028,	41.575283018867935,	47.109969728276965,	478.639426409409,	3657.443051743396,	4136.082478152805,	
Conv2_7,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	33560.70127770566,	36364.99143370566,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	5619.81456615849,	5619.81456615849,	5619.81456615849,	16859.443698475472,	18821.63882977547,	9.373761917505833,	44.858723060149885,	54.232484977655716,	1.3552426868683134,	44.858723060149885,	46.2139657470182,	55.43447454692796,	204.70466170926758,	260.13913625619557,	37.497489618060385,	285.3092129251498,	322.8067025432102,	103.6609687693625,	579.7313207547172,	683.3922895240797,	4870.146256069363,	50999.87629693585,	55870.02255300521,	
Conv1_8,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	2406.797086822641,	2851.9618532226414,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	403.02356063396223,	403.02356063396223,	403.02356063396223,	1209.0706819018867,	1237.0106552018867,	0.5019417358771531,	3.217031822021967,	3.71897355789912,	0.056468445286179725,	3.217031822021967,	3.2735002673081466,	2.968378824467361,	14.680342326105327,	17.648721150572687,	2.0078977037783337,	20.460877048718675,	22.46877475249701,	5.534686709409028,	41.575283018867935,	47.109969728276965,	478.639426409409,	3657.443051743396,	4136.082478152805,	
Conv2_8,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	33560.70127770566,	36364.99143370566,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	5619.81456615849,	5619.81456615849,	5619.81456615849,	16859.443698475472,	18821.63882977547,	9.373761917505833,	44.858723060149885,	54.232484977655716,	1.3552426868683134,	44.858723060149885,	46.2139657470182,	55.43447454692796,	204.70466170926758,	260.13913625619557,	37.497489618060385,	285.3092129251498,	322.8067025432102,	103.6609687693625,	579.7313207547172,	683.3922895240797,	4870.146256069363,	50999.87629693585,	55870.02255300521,	
Conv1_9,	GEMM,	36.7678316,	47.224791599999996,	0.0,	361.1721432,	445.16476639999996,	2406.797086822641,	2851.9618532226414,	8.0626804,	1.3907943,	0.0,	18.486498599999997,	27.9399733,	403.02356063396223,	403.02356063396223,	403.02356063396223,	1209.0706819018867,	1237.0106552018867,	0.5019417358771531,	3.217031822021967,	3.71897355789912,	0.056468445286179725,	3.217031822021967,	3.2735002673081466,	2.968378824467361,	14.680342326105327,	17.648721150572687,	2.0078977037783337,	20.460877048718675,	22.46877475249701,	5.534686709409028,	41.575283018867935,	47.109969728276965,	478.639426409409,	3657.443051743396,	4136.082478152805,	
Conv2_9,	GEMM,	575.4697431999999,	1506.644598,	0.0,	722.1758148,	2804.290156,	33560.70127770566,	36364.99143370566,	481.0771769,	202.897368,	600.593994,	677.6265923999999,	1962.1951313,	5619.81456615849,	5619.81456615849,	5619.81456615849,	16859.443698475472,	18821.63882977547,	9.373761917505833,	44.858723060149885,	54.232484977655716,	1.3552426868683134,	44.858723060149885,	46.2139657470182,	55.43447454692796,	204.70466170926758,	260.13913625619557,	37.497489618060385,	285.3092129251498,	322.8067025432102,	103.6609687693625,	579.7313207547172,	683.3922895240797,	4870.146256069363,	50999.87629693585,	55870.02255300521,	
FC3_0,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_1,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_2,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_3,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_4,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_5,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_6,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_7,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_8,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
FC3_9,	GEMM,	1150.9394863999999,	295367.4759928,	0.0,	80.3540716,	296598.76955080003,	1498090.0057123923,	1794688.7752631924,	2900.563589,	39677.70752,	3250.3141632,	3365.4826692,	49194.0679414,	250858.52544778868,	250858.52544778868,	250858.52544778868,	752575.5763433661,	801769.644284766,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	209.81164559664998,	2002.4136006381088,	2212.2252462347587,	1396.3253990294465,	9137.65196060155,	10533.977359630997,	944.5150798573281,	12735.695743782619,	13680.210823639947,	2760.463770080075,	25878.174905660388,	28638.63867574046,	348553.3012622801,	2276543.756961419,	2625097.0582236988,	
RNN4_FG_0,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_0,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_0,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_0,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_1,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_1,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_ptwise1_1,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_ptwise2_1,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	1001.7116366943396,	1046.5506914943396,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	167.73885624150944,	167.73885624150944,	167.73885624150944,	503.2165687245283,	509.3808845245283,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	0.20077669435086123,	1.3389322387745057,	1.539708933125367,	1.1873515297869444,	6.109974878742162,	7.2973264085291065,	0.8031590815113334,	8.51583988899185,	9.318998970503184,	2.3920640000000004,	17.30367924528302,	19.695743245283023,	53.395434599999994,	1522.231884664151,	1575.627319264151,	
RNN4_FG_2,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
RNN4_NG_2,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	51302.42617190943,	58123.37141870943,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	8590.70612066415,	8590.70612066415,	8590.70612066415,	25772.11836199245,	26892.85468269245,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	5.0194173587715305,	68.57310009455203,	73.59251745332357,	32.0584913042475,	312.92092818578146,	344.97941949002893,	21.685295200806003,	436.13673954964304,	457.82203475044906,	63.78262122259656,	886.2038679245286,	949.9864891471252,	8005.464188722597,	77960.74840182641,	85966.21259054901,	
