Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
FC3_0,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_1,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_2,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_3,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_4,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_5,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_6,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_7,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_8,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
FC3_9,	GEMM,	0.001544723083451721,	0.3954491093636406,	0.0,	0.00011234349697830698,	0.3971061759440706,	0.029349738585582697,	0.3954491093636406,	0.03291664461464394,	0.03302898811162225,	0.4907444806754895,	
RNN4_FG_0,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_0,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_0,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_0,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_1,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_1,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_1,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_1,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_2,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_2,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_2,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_2,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_3,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_3,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_3,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_3,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_4,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_4,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_4,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_4,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_5,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_5,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_5,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_5,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_6,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_6,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_6,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_6,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_7,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_7,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_7,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_7,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_8,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_8,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_8,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_8,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_FG_9,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_NG_9,	GEMM,	0.004100699581585648,	0.26244477322148146,	0.0,	0.0008201399163171295,	0.26736561271938425,	0.02050349790792824,	0.26244477322148146,	0.02132363782424537,	0.022143777740562497,	0.3264156866942175,	
RNN4_ptwise1_9,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
RNN4_ptwise2_9,	GEMM,	0.04200327316386587,	0.04200327316386587,	0.0,	0.0006563011431854043,	0.08466284747091715,	0.04200327316386587,	0.04200327316386587,	0.0032815057159270218,	0.003937806859112426,	0.09122585890277118,	
FC5,	GEMM,	0.030529208299590313,	0.15264604149795158,	0.0,	0.0023850943984054934,	0.1855603441959474,	0.030529208299590313,	0.15264604149795158,	0.011925471992027467,	0.01431056639043296,	0.20941128818000235,	
FC6,	GEMM,	0.03839563007003691,	0.07679126014007381,	0.0,	0.0011998634396886533,	0.11638675364979938,	0.03839563007003691,	0.07679126014007381,	0.005999317198443267,	0.00719918063813192,	0.1283853880466859,	
eyeriss_08b_bp_001c_uBrain_t2_ddr3_w__spm,	All,	0.0024753202920857822,	0.37987622320325365,	0.0,	0.0015414392439226736,	0.38389298273926215,	0.04116473530661772,	0.37987622320325365,	0.04159503220123761,	0.043136471445160286,	0.5057724621562693,	
